description,publishedAt,source,title,url,company
"The post Daiya Seto Sets World Cup Record in 200 IM appeared first on Swimming World News. Japan had a strong showing in the 200 IM, finishing 1-2 in the event. Daiya Seto had a dominating performance to set a new World Cup record in the event. The post Daiya…",2018-09-29T14:52:11Z,"{'id': None, 'name': 'Swimmingworldmagazine.com'}",Daiya Seto Sets World Cup Record in 200 IM,https://www.swimmingworldmagazine.com/news/daiya-seto-sets-world-cup-record-in-200-im/,Daiya
"The post World Cup Eindhoven Day 2 Finals: Kathleen Baker, Sarah Sjostrom, Daiya Seto Win appeared first on Swimming World News. The World Cup stop in Eindhoven, Netherlands, continued on Saturday as some of the world’s best swimmers competed for bragging rig…",2018-09-29T14:34:54Z,"{'id': None, 'name': 'Swimmingworldmagazine.com'}","World Cup Eindhoven Day 2 Finals: Kathleen Baker, Sarah Sjostrom, Daiya Seto Win",https://www.swimmingworldmagazine.com/news/world-cup-eindhoven-day-2-finals-kathleen-baker-sarah-sjostrom-daiya-seto-win/,Daiya
The post World Records Tumble on Last Day of FINA World Cup in Budapest appeared first on Swimming World News. Men’s 400 IM Japan’s Daiya Seto continued his World Cup dominance with a win in the 400 IM to start the last session of the FINA World Cup in Budape…,2018-10-06T17:50:19Z,"{'id': None, 'name': 'Swimmingworldmagazine.com'}",World Records Tumble on Last Day of FINA World Cup in Budapest,https://www.swimmingworldmagazine.com/news/world-records-tumble-on-last-day-of-fina-world-cup-in-budapest/,Daiya
"Welcome to Money Diaries, where we're tackling what might be the last taboo facing modern working women: money. We're asking millennials how they spend their hard-earned money during a seven-day period — and we're tracking every last dollar. We're going on bo…",2018-10-03T14:45:00Z,"{'id': None, 'name': 'Refinery29.com'}","A Week In Louisville, KY, On A $32,000 Salary",https://www.refinery29.com/en-us/money-diary-louisville-ky-teacher-salary,Daiya
Meint sie das ernst?,2018-10-01T05:05:16Z,"{'id': None, 'name': 'Ohhhmhhh.de'}",Wie aus einer bekloppten Idee etwas sehr Lustiges wurde – hier kommt mein Tanzvideo zur neuen Shiseido Make-Up-Kollektion. Plus eine Verlosung!,https://www.ohhhmhhh.de/wie-aus-einer-bekloppten-idee-etwas-sehr-lustiges-wurde-hier-kommt-mein-tanzvideo-zur-neuen-shiseido-make-up-kollektion/,Daiya
,2018-10-12T17:00:00Z,"{'id': None, 'name': 'Curlynikki.com'}",My Vegan and (mostly) Alcohol-Free Lifestyle... and WHY.,http://www.curlynikki.com/2018/10/my-vegan-and-mostly-alcohol-free.html,Daiya
"Chad le Clos completed another successful FINA Swimming World Cup meeting, winning four medals at the Budapest leg over the weekend.",2018-10-07T19:14:39Z,"{'id': None, 'name': 'Sport24.co.za'}",Sport24.co.za | Le Clos bags 4 medals in Budapest bounty,https://www.sport24.co.za/OtherSport/WaterSport/le-clos-bags-4-medals-in-budapest-bounty-20181007,Daiya
Byrdie recently revealed the results of a year-long trial which uncovered the best beauty products in the country for every type of skin.,2018-10-05T05:05:20Z,"{'id': 'daily-mail', 'name': 'Daily Mail'}",The beauty products named the best in the country after being trialled by a panel for a YEAR,https://www.dailymail.co.uk/femail/article-6242231/The-beauty-products-named-best-country-trialled-panel-YEAR.html,Daiya
"Il y a de l’usure dans sa voix. L’usure du doute et des regains d’espoir, de cette alternance impossible, écrasante, entre analyses glaciales et pressentiments soudains. Damien Véron ne se plaint pourtant...",2018-10-16T15:06:47Z,"{'id': None, 'name': 'Leparisien.fr'}","Le frère de Tiphaine Véron, disparue au Japon, à Emmanuel Macron : «Vous êtes notre dernier espoir»",http://www.leparisien.fr/faits-divers/le-frere-de-tiphaine-veron-disparue-au-japon-a-emmanuel-macron-vous-etes-notre-dernier-espoir-16-10-2018-7920450.php,Daiya
"When you're abiding by a low-dairy or dairy-free lifestyle, you don't necessarily have to cut ice cream out of your diet. Luckily many ice cream companies are making a point to expand their offerings to be more inclusive to dairy-sensitive and dairy-free cust…",2018-10-05T11:57:34Z,"{'id': None, 'name': 'Businessinsider.com.au'}",12 of the best dairy-free ice creams everyone should try,https://www.businessinsider.com.au/best-dairy-free-ice-creams-2018-9,Daiya
